2482.75,14683
2485.17,14647
2487.59,14578
2490.01,14621
2492.32,14585
2494.73,14467
2497.14,14444
2499.56,14547
2501.86,14354
2504.27,14440
2506.67,14300
2509.09,14310
2511.39,14264
2513.8,14313
2516.19,14286
2518.6,14258
2520.9,14097
2523.3,14179
2525.69,14091
2527.98,14168
2530.39,13913
2532.79,14019
2535.17,13964
2537.46,13972
2539.87,13822
2542.26,13798
2544.55,13740
2546.92,13715
2549.32,13646
2551.61,13617
2553.98,13573
2556.38,13547
2558.66,13529
2561.04,13518
2563.32,13491
2565.69,13586
2568.08,13584
2570.36,13548
2572.73,13543
2575.11,13585
2577.38,13529
2579.76,13618
2582.03,13619
2584.4,13599
2586.77,13481
2589.04,13384
2591.41,13442
2593.67,13338
2596.04,13365
2598.3,13445
2600.67,13302
2603.03,13292
2605.29,13229
2607.65,13188
2609.91,13302
2612.27,13072
2614.52,13172
2616.88,13222
2619.13,13114
2621.49,13187
2623.74,13155
2626.09,13159
2628.34,13153
2630.69,13154
2632.94,13232
2635.29,13230
2637.53,13114
2639.88,13263
2642.12,13155
2644.47,13288
2646.71,13264
2649.05,13297
2651.29,13370
2653.63,13274
2655.87,13322
2658.1,13268
2660.44,13190
2662.67,13261
2665.01,13185
2667.24,13303
2669.57,13213
2671.8,13586
2674.03,13303
2676.36,13299
2678.59,13311
2680.91,13297
2683.14,13288
2685.36,13432
2687.69,13436
2689.91,13625
2692.23,13584
2694.45,13905
2696.67,13843
2698.99,14207
2701.21,14205
2703.42,14325
2705.74,14276
2707.95,14319
2710.17,14263
2712.48,14304
2714.69,14009
2716.9,13963
2719.21,13549
2721.42,13465
2723.63,13102
2725.83,12861
2728.14,12645
2730.34,12470
2732.54,12184
2734.85,12076
2737.05,11899
2739.25,11813
2741.45,11595
2743.75,11707
2745.94,11590
2748.14,11461
2750.34,11418
2752.63,11337
2754.82,11469
2757.02,11442
2759.21,11372
2761.5,11490
2763.69,11516
2765.88,11585
2768.06,11603
2770.25,11735
2772.53,11873
2774.72,12027
2776.9,12147
2779.09,12251
2781.27,12412
2783.55,12518
2785.73,12660
2787.91,12877
2790.08,13043
2792.26,13350
2794.44,13689
2796.61,14018
2798.89,14419
2801.06,14799
2803.23,15382
2805.4,16086
2807.57,16842
2809.74,17653
2811.91,18734
2814.08,19995
2816.34,21387
2818.51,23022
2820.67,24979
2822.84,27326
2825,30070
2827.16,33481
2829.32,37688
2831.48,42128
2833.64,46355
2835.8,49479
2837.96,51430
2840.11,52069
2842.27,52130
2844.42,51668
2846.58,50985
2848.73,50560
2850.98,50139
2853.13,50361
2855.28,50571
2857.43,51082
2859.57,51607
2861.72,52140
2863.87,52535
2866.01,53317
2868.15,54280
2870.3,55234
2872.34,56383
2874.48,57301
2876.62,57936
2878.76,58275
2880.9,58425
2883.04,58421
2885.18,58415
2887.31,57964
2889.45,57599
2891.58,56991
2893.71,56250
2895.84,55759
2897.98,55179
2900.11,54626
2902.23,54326
2904.36,53774
2906.39,53598
2908.52,53024
2910.65,52772
2912.77,52260
2914.89,51772
2917.02,50836
2919.14,49958
2921.26,48473
2923.28,46785
2925.4,44842
2927.52,42973
2929.64,40770
2931.75,38622
2933.87,36804
2935.89,35226
2938,33874
2940.11,32649
2942.23,31423
2944.34,30496
2946.45,29271
2948.46,28279
2950.57,27071
2952.68,26029
2954.78,24675
2956.89,23645
2958.9,22463
2961,21361
2963.1,20323
2965.21,19612
2967.21,18620
2969.31,17902
2971.41,17029
2973.51,16362
2975.51,15856
2977.61,15380
2979.7,14942
2981.8,14786
2983.8,14574
2985.89,14512
2987.98,14588
2989.98,14485
2992.07,14385
2994.16,14276
2996.15,13929
2998.24,13486
3000.33,12781
3002.32,12079
3004.4,11333
3006.49,10624
3008.48,9915
3010.56,9391
3012.64,8840
3014.63,8391
3016.71,7896
3018.79,7577
3020.77,219
